analytics,libgs9, 2061740,8,4
analytics,liblapacke, 300910,3,3
analytics,ghc, 35577036,3,1
analytics,libexpat1, 71438,1278,246
analytics,libghc-syb-dev-0.4.4-88072,,1,1
analytics,libncurses5, 96060,75,65
analytics,libwmf0.2-7, 145904,6,3
analytics,openjdk-7-jre, 173272,27,17
analytics,libjs-jquery, 68984,9,5
analytics,libboost-context-dev, 2994,28,28
analytics,libaprutil1-ldap, 8788,4,4
analytics,libatk-wrapper-java, 34014,30,25
analytics,libncursesw5, 122280,599,218
analytics,libx11-xcb1, 8956,162,75
analytics,libpoppler52, 749282,7,2
analytics,libmono-microsoft-build-engine4.0-cil, 87266,10,3
analytics,libpython3-stdlib, 7014,66,47
analytics,c-compiler,,17,17
analytics,gconf-service-backend, 57522,2,2
analytics,libmono-management4.0-cil, 15028,3,3
analytics,libopenexr-dev, 702134,30,30
analytics,libsndfile1, 137396,75,55
analytics,libdc1394-22-dev, 106072,30,30
analytics,libboost-wave-dev, 2836,28,28
analytics,libpcrecpp0v5, 15384,55,44
analytics,python3-debian, 43812,1,1
analytics,libgtk-3-common, 196222,4,2
analytics,openjdk-7-jre-headless, 39747944,102,40
analytics,libplexus-ant-factory-java, 11230,7,7
analytics,nginx-core, 380526,6,6
analytics,emacs24-common, 12648702,3,3
analytics,psmisc, 47250,8,3
analytics,libv8-3.14.5, 1189430,34,21
analytics,libfontconfig1, 126516,930,111
analytics,ttf-bitstream-vera, 351754,174,111
analytics,libxerces2-java, 1362252,9,9
analytics,mysql-client-core-5.6, 4034718,7,7
analytics,fonts-freefont-otf, 3067628,1,1
analytics,libasound2-data, 28422,54,44
analytics,libtbb2, 111616,250,42
analytics,libpq5, 76194,7,7
analytics,libjdom1-java, 150448,3,3
analytics,libglu1-mesa, 195026,53,42
analytics,libopencv2.4-java, 432780,30,30
analytics,libdrm-dev, 194264,33,12
analytics,libavfilter-ffmpeg5, 468980,11,5
analytics,libboost-wave1.58-dev, 244122,28,28
analytics,libutempter0, 8020,2,2
analytics,libhdf5-openmpi-dev, 4804952,1,1
analytics,libnunit-mocks2.6.3-cil, 6906,3,3
analytics,node-combined-stream, 4958,5,5
analytics,libpcre3, 220412,1957,270
analytics,fonts-dejavu-extra, 1748684,1,1
analytics,libmono-microsoft-visualbasic8.0-cil, 92114,4,4
analytics,libxaw7-dev, 230524,5,5
analytics,erlang-common-test, 728874,2,2
analytics,dictionaries-common, 193328,1,1
analytics,libcolamd2.8.0, 17708,11,4
analytics,libzvbi-common, 32404,49,38
analytics,libmono-system-runtime-serialization-formatters-soap4.0-cil, 25510,23,4
analytics,libclassworlds-java, 39336,14,7
analytics,librsvg2-common, 5038,2,2
analytics,nginx-full, 422326,6,6
analytics,fontconfig-config, 48712,266,111
analytics,yum, 486002,1,1
analytics,libcurl3, 185802,55,53
analytics,fonts-gfs-artemisia, 259808,1,1
analytics,python-pyxattr, 30182,1,1
analytics,libthai-data, 130744,81,65
analytics,libmono-system-data-datasetextensions4.0-cil, 20548,3,3
analytics,libnss3, 1132950,190,43
analytics,x11proto-composite-dev, 10462,46,40
analytics,libmono-system-net-http-formatting4.0-cil, 170992,9,3
analytics,libmng2, 169010,8,7
analytics,libffi6, 17754,1497,266
analytics,libmono-system-net4.0-cil, 14278,3,3
